Date,Ticker,Open,High,Low,Close,Volume,YoY_Open,YoY_High,YoY_Low,YoY_Close,YoY_Volume
2024-01-01,BJTM.JK,518.4987581693209,551.6826786921574,514.3507681039663,539.2387084960938,123850000.0,-0.04964260119556174,-0.023213614485952605,-0.04377753839151166,-0.0452463900990514,0.7044930629816035
2024-02-01,BJTM.JK,543.3866340069732,576.5705505875517,501.90673828125,501.90673828125,341621200.0,-0.03790219317113741,-0.00619056231059345,-0.10525809421389853,-0.11734920104884583,2.6300047603665484
2024-03-01,BJTM.JK,550.4051767985026,550.4051767985026,536.8706232706705,541.3821411132812,232164800.0,-0.03855637184830585,-0.044965996035983835,0.0199447750842221,-0.04145131753360698,0.7940030105492861
2024-04-01,BJTM.JK,541.3821231617648,545.8936408547794,509.80149931066177,536.87060546875,129606300.0,-0.0414512503348502,-0.046436990475726136,-0.00979768154926608,0.03505514061064585,-0.6441369050806048
2024-05-01,BJTM.JK,536.8706353759766,536.8706353759766,451.15179443359375,451.15179443359375,295432400.0,-0.04126590019602794,-0.048315415635762915,-0.15028162110335985,-0.16335421154792362,0.5843376918398933
2024-06-01,BJTM.JK,460.1748273577009,491.7554527646019,447.54257719494046,473.7093811035156,246916100.0,-0.14662126907925943,-0.09501746616173545,-0.1570793417621118,-0.11471198684692896,2.183717808703142
2024-07-01,BJTM.JK,473.7093783291903,505.29000355113635,469.1978604403409,496.2669677734375,175826600.0,-0.12152189978530703,-0.09092813510121334,-0.1162928634745054,-0.09363370612769772,0.5241358685523334
2024-08-01,BJTM.JK,491.75545943410776,523.3360852693256,478.22090550472865,514.3130493164062,152992300.0,-0.09501742000413782,-0.051381990369240516,-0.11315539126164131,-0.053504457619006573,0.45483738758913694
2024-09-01,BJTM.JK,518.8245672928659,527.8476032457854,505.2900133634869,514.3130493164062,106397300.0,-0.0452019377655094,-0.035955869573910615,-0.040821830256456915,-0.023693648653893673,-0.053101527179523655
2024-10-01,BJTM.JK,514.3130444117954,518.8245623452323,496.26697267804826,505.2900085449219,117226700.0,-0.03132093531869584,-0.022823750540789556,-0.002996986059008555,0.00674083451291696,0.01791363077080721
2024-11-01,BJTM.JK,505.2900166642775,509.8015346702086,478.22090862869123,491.7554626464844,106010400.0,0.006740848715319991,-0.024577124115322424,-0.03925162755783529,-0.04392964763059082,0.39775932154671945
2024-12-01,BJTM.JK,491.75544484456384,509.80151621500653,473.7093734741211,487.2439270019531,103350700.0,-0.05157828259790587,-0.016773815904251088,-0.048315363845375825,-0.060279399271319645,0.11882041294856704
2025-01-01,BJTM.JK,487.2439580502717,532.3591393512228,487.2439580502717,518.8245849609375,125378600.0,-0.06027941171817164,-0.03502654712079023,-0.052701019877189004,-0.03785730366443851,0.012342349616471626
2025-02-01,BJTM.JK,518.8245428816338,523.3360606458218,407.841205882606,409.64581298828125,238216900.0,-0.04520186840853391,-0.09232953345862271,-0.18741635691277203,-0.18382085406725335,-0.3026870112276404
2025-03-01,BJTM.JK,409.64582934570313,451.15179443359375,406.0366149902344,451.15179443359375,199365900.0,-0.2557376881364797,-0.18032785037057242,-0.24369746193856168,-0.16666664787674867,-0.14127421555722486
2025-04-01,BJTM.JK,451.15177447979266,478.2208809485802,415.05963252140924,469.1978454589844,246543100.0,-0.16666665710166295,-0.12396693209364884,-0.18584069861967767,-0.1260504101368699,0.9022462642633884
2025-05-01,BJTM.JK,469.19785329092923,518.8245493120852,460.17481765071904,509.801513671875,352206800.0,-0.12605044423347034,-0.03361347198893361,0.019999971912897818,0.12999996888389642,0.19217391186613253
2025-06-01,BJTM.JK,514.3130456542968,514.3130456542968,425.88729394531254,451.15179443359375,398916500.0,0.11764706602369945,0.045871566370801364,-0.04838709064365809,-0.04761904148356433,0.6155953378495773
2025-07-01,BJTM.JK,500.0,525.0,482.0,505.0,155955400.0,0.05549947472760364,0.03900729543498471,0.027285161845461925,0.017597448135112215,-0.11301589179339189
2025-08-01,BJTM.JK,505.0,535.0,505.0,515.0,199265800.0,0.026933184597754067,0.022287617955241368,0.055997331331652855,0.0013356664477146563,0.30245639813245506
2025-09-01,BJTM.JK,505.0,525.0,498.0,510.0,141010500.0,-0.02664593807691118,-0.005394745051934047,-0.01442738461217663,-0.008386039051777705,0.3253202853831818
2019-06-01,BKDP.JK,56.0,64.0,50.0,58.0,2112300.0,,,,,
2019-07-01,BKDP.JK,58.0,72.0,56.0,57.0,5691700.0,,,,,
2019-08-01,BKDP.JK,57.0,58.0,54.0,57.0,349100.0,,,,,
2019-09-01,BKDP.JK,56.0,67.0,55.0,57.0,750900.0,,,,,
2019-10-01,BKDP.JK,58.0,63.0,55.0,57.0,295400.0,,,,,
2019-11-01,BKDP.JK,57.0,59.0,51.0,55.0,718100.0,,,,,
2019-12-01,BKDP.JK,54.0,64.0,50.0,61.0,1187900.0,,,,,
2020-01-01,BKDP.JK,61.0,66.0,55.0,58.0,734400.0,,,,,
2020-02-01,BKDP.JK,55.0,66.0,50.0,50.0,2777600.0,,,,,
2020-03-01,BKDP.JK,50.0,60.0,50.0,50.0,751900.0,,,,,
2020-04-01,BKDP.JK,50.0,63.0,50.0,50.0,499200.0,,,,,
2020-05-01,BKDP.JK,50.0,53.0,50.0,50.0,316500.0,,,,,
2020-06-01,BKDP.JK,50.0,59.0,50.0,59.0,159000.0,-0.1071428571428571,-0.078125,0.0,0.01724137931034475,-0.9247266013350376
2020-07-01,BKDP.JK,58.0,64.0,50.0,50.0,1941900.0,0.0,-0.11111111111111116,-0.1071428571428571,-0.1228070175438597,-0.6588189820264596
2020-08-01,BKDP.JK,50.0,57.0,50.0,50.0,1656900.0,-0.1228070175438597,-0.017241379310344862,-0.07407407407407407,-0.1228070175438597,3.7462045259238037
2020-09-01,BKDP.JK,50.0,53.0,50.0,51.0,399000.0,-0.1071428571428571,-0.20895522388059706,-0.09090909090909094,-0.10526315789473684,-0.4686376348381942
2020-10-01,BKDP.JK,51.0,56.0,50.0,51.0,1227500.0,-0.12068965517241381,-0.11111111111111116,-0.09090909090909094,-0.10526315789473684,3.1553825321597833
2020-11-01,BKDP.JK,50.0,57.0,50.0,53.0,937700.0,-0.1228070175438597,-0.03389830508474578,-0.019607843137254943,-0.036363636363636376,0.3058069906698231
2020-12-01,BKDP.JK,53.0,59.0,50.0,51.0,1656100.0,-0.01851851851851849,-0.078125,0.0,-0.16393442622950816,0.39414092095294206
2021-01-01,BKDP.JK,51.0,56.0,50.0,51.0,1106000.0,-0.16393442622950816,-0.1515151515151515,-0.09090909090909094,-0.12068965517241381,0.5059912854030502
2021-02-01,BKDP.JK,51.0,53.0,50.0,51.0,817200.0,-0.07272727272727275,-0.19696969696969702,0.0,0.020000000000000018,-0.7057891705069124
2021-03-01,BKDP.JK,51.0,53.0,50.0,50.0,3775700.0,0.020000000000000018,-0.1166666666666667,0.0,0.0,4.021545418273707
2021-04-01,BKDP.JK,50.0,64.0,50.0,50.0,36905300.0,0.0,0.015873015873015817,0.0,0.0,72.92888621794872
2021-05-01,BKDP.JK,51.0,51.0,50.0,51.0,4887600.0,0.020000000000000018,-0.037735849056603765,0.0,0.020000000000000018,14.442654028436019
2021-06-01,BKDP.JK,51.0,51.0,50.0,50.0,1909100.0,0.020000000000000018,-0.13559322033898302,0.0,-0.15254237288135597,11.00691823899371
2021-07-01,BKDP.JK,50.0,62.0,50.0,50.0,48595300.0,-0.13793103448275867,-0.03125,0.0,0.0,24.024615067717185
2021-08-01,BKDP.JK,50.0,54.0,50.0,50.0,15375400.0,0.0,-0.052631578947368474,0.0,0.0,8.279618564789667
2021-09-01,BKDP.JK,50.0,58.0,50.0,51.0,52131400.0,0.0,0.09433962264150941,0.0,0.0,129.65513784461152
2021-10-01,BKDP.JK,51.0,51.0,50.0,51.0,7380700.0,0.0,-0.0892857142857143,0.0,0.0,5.012790224032586
2021-11-01,BKDP.JK,51.0,51.0,50.0,51.0,4340500.0,0.020000000000000018,-0.10526315789473684,0.0,-0.037735849056603765,3.628879172443212
2021-12-01,BKDP.JK,50.0,102.0,50.0,88.0,610741200.0,-0.05660377358490565,0.728813559322034,0.0,0.7254901960784315,367.7828029708351
2022-01-01,BKDP.JK,82.0,118.0,77.0,113.0,982281600.0,0.607843137254902,1.1071428571428572,0.54,1.215686274509804,887.1388788426763
